Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,Carpet_area,City
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,10th of 11,NaN,NaN,NaN,NaN,June 2020,2,1242,3462,4299804,1242,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,4th of 9,NaN,NaN,NaN,NaN,December 2019,4,2550,4901,12497550,2550,Surat
Not Available,Available,Available,Available,Available,Not Available,Available,Available,Under Construction,3,12th of 14,NaN,NaN,NaN,NaN,December 2019,3,1891,4700,8887700,1891,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,6th of 14,NaN,NaN,NaN,NaN,December 2019,2,1310,4427,5799370,1310,Surat
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3,4th of 15,NaN,NaN,NaN,NaN,February 2020,2,1223,3679,4499417,1223,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,3rd of 19,NaN,NaN,NaN,NaN,December 2019,3,2323,4390,10197970,2323,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,9th of 12,NaN,NaN,NaN,NaN,February 2020,3,2505,5700,14278500,2505,Surat
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,4,2nd of 14,NaN,NaN,NaN,NaN,December 2019,4,2857,6100,17427700,2857,Surat
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3,2nd of 14,NaN,NaN,NaN,NaN,November 2020,3,1840,3591,6607440,1840,Surat
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 5,NaN,NaN,NaN,NaN,September 2020,2,1135,2995,3399325,1135,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,2nd of 9,NaN,NaN,NaN,NaN,December 2019,4,2550,4509,11497950,2550,Surat
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,4,10th of 16,NaN,NaN,NaN,NaN,December 2020,4,4500,5555,24997500,4500,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,6th of 13,NaN,NaN,NaN,NaN,November 2020,3,1609,2917,4693453,1609,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,7th of 13,NaN,NaN,NaN,NaN,December 2020,2,1242,3542,4399164,1242,Surat
Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,448,1459,653632,448,Surat
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,550,1902,1046100,550,Surat
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,December 2020,1,480,2622,1258560,480,Surat
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,4,NaN,Resale,NaN,NaN,NaN,November 2020,3,2200,4090,8998000,2200,Surat
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,December 2020,1,480,2622,1258560,480,Surat
Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,401,1461,585861,401,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,October 2020,3,3850,3896,14999600,3850,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,11th of 13,NaN,NaN,NaN,NaN,November 2020,3,1738,2825,4909850,1738,Surat
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,2,12th of 13,NaN,NaN,NaN,NaN,December 2020,2,1219,3127,3811813,1219,Surat
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3,1st of 14,NaN,NaN,NaN,NaN,November 2020,3,1350,3407,4599450,1350,Surat
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3,1st of 13,NaN,NaN,NaN,NaN,November 2020,3,1773,3651,6473223,1773,Surat
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,13th of 13,NaN,NaN,NaN,NaN,November 2020,2,1045,4114,4299130,1045,Surat
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,2,2nd of 5,NaN,NaN,NaN,NaN,November 2020,2,1150,3226,3709900,1150,Surat
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,13th of 14,NaN,NaN,NaN,NaN,November 2020,2,1340,3358,4499720,1340,Surat
Available,Not Available,Available,Available,Available,Available,Not Available,Available,Ready to move,3,10th of 13,NaN,NaN,NaN,NaN,December 2020,3,1609,2903,4670927,1609,Surat
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,6th of 13,NaN,NaN,NaN,NaN,December 2020,3,1812,4304,7798848,1812,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,8th of 13,NaN,NaN,NaN,NaN,November 2020,3,1609,2900,4666100,1609,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,5th of 13,NaN,NaN,NaN,NaN,November 2020,3,1609,2919,4696671,1609,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,11th of 13,NaN,NaN,NaN,NaN,November 2020,3,1738,2899,5038462,1738,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,5th of 14,NaN,NaN,NaN,NaN,October 2020,2,1275,2850,3633750,1275,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,3rd of 8,NaN,NaN,NaN,NaN,December 2020,4,2885,3812,10997620,2885,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,7th of 14,NaN,NaN,NaN,NaN,October 2020,3,1620,2852,4620240,1620,Surat
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,4th of 4,NaN,NaN,NaN,NaN,December 2020,3,1800,3611,6499800,1800,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,11th of 12,NaN,NaN,NaN,NaN,October 2020,3,1526,2198,3354148,1526,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,3rd of 5,NaN,NaN,NaN,NaN,October 2020,1,698,3151,2199398,698,Surat
