Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,City,Carpet_area
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,2,870,2800,2436000,Bengaluru,0
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,3,1210,2800,3388000,Bengaluru,1210
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,2,1085,2800,3038000,Bengaluru,1085
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,2,880,2800,2464000,Bengaluru,880
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,July 2020,2,1000,2800,2800000,Bengaluru,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,July 2020,3,1075,2800,3010000,Bengaluru,0
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,3,1210,2800,3388000,Bengaluru,1210
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,3,1180,2800,3304000,Bengaluru,1180
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,1,NaN,New,NaN,NaN,NaN,August 2020,2,1085,2800,3038000,Bengaluru,1085
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,3,1075,2800,3010000,Bengaluru,1075
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,2,1000,2800,2800000,Bengaluru,1000
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,2,870,2800,2436000,Bengaluru,870
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,October 2020,2,1115,4600,5129000,Bengaluru,920
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,October 2020,3,1320,4600,6072000,Bengaluru,1150
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,2,900,2800,2520000,Bengaluru,900
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1380,4600,6348000,Bengaluru,0
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,2,880,2800,2464000,Bengaluru,880
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,October 2020,2,1015,4600,4669000,Bengaluru,850
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1420,4600,6532000,Bengaluru,0
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,October 2020,2,1235,4600,5681000,Bengaluru,0
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,October 2020,3,1370,4600,6302000,Bengaluru,1200
Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1146,5064,5803344,Bengaluru,859
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,October 2020,3,1200,5416,6499200,Bengaluru,1100
Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Under Construction,2,NaN,New,NaN,NaN,NaN,September 2020,3,1395,5440,7588800,Bengaluru,922
Available,Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,October 2020,3,1600,4600,7360000,Bengaluru,0
Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Under Construction,2,NaN,New,NaN,NaN,NaN,September 2020,2,1165,5490,6395850,Bengaluru,759
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1265,5381,6806965,Bengaluru,948
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,October 2020,3,1200,5416,6499200,Bengaluru,1100
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1200,3333,3999600,Bengaluru,1020
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,645,4336,2796720,Bengaluru,0
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,975,4061,3959475,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,November 2020,3,1875,7200,13500000,Bengaluru,1350
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,October 2020,3,1200,5416,6499200,Bengaluru,1100
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,August 2020,3,1143,5249,5999607,Bengaluru,800
Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Under Construction,2,NaN,New,NaN,NaN,NaN,December 2020,2,1009,6522,6580698,Bengaluru,627
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,July 2020,2,1020,5521,5631420,Bengaluru,860
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1125,4467,5025375,Bengaluru,841
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,December 2020,3,2235,8948,19998780,Bengaluru,1506
Available,Available,Not Available,Available,Available,Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1689,6439,10875471,Bengaluru,0
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,September 2020,2,1031,5239,5401409,Bengaluru,722
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1570,5159,8099630,Bengaluru,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,December 2020,2,1148,5662,6499976,Bengaluru,1147
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,2,1175,5116,6011300,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1815,5148,9343620,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1845,5148,9498060,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1425,5175,7374375,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1695,5148,8725860,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1450,5172,7499400,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,2,1270,5116,6497320,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1795,5145,9235275,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,2,1190,5116,6088040,Bengaluru,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1258,5902,7424716,Bengaluru,1010
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1500,5167,7750500,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1700,5147,8749900,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1580,6967,11007860,Bengaluru,0
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1104,5808,6412032,Bengaluru,825
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1105,2846,3144830,Bengaluru,1100
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1562,6942,10843404,Bengaluru,0
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,975,4061,3959475,Bengaluru,0
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,645,4336,2796720,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,NaN,New,NaN,NaN,NaN,November 2020,4,2265,7726,17499390,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,1875,8000,15000000,Bengaluru,0
Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1134,5982,6783588,Bengaluru,847
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,1970,7868,15499960,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1180,5000,5900000,Bengaluru,1100
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1005,6292,6323460,Bengaluru,750
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,1815,7988,14498220,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,December 2020,3,1800,6240,11232000,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,3,1610,6240,10046400,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,2,1350,6240,8424000,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,NaN,New,NaN,NaN,NaN,November 2020,4,2315,7775,17999125,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,3,1700,6240,10608000,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,3,1710,6240,10670400,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,3,1760,6240,10982400,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,3,1880,6240,11731200,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,2,1290,6240,8049600,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,3,1660,6240,10358400,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1400,6240,8736000,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,December 2020,3,1930,6240,12043200,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,December 2020,2,1230,6240,7675200,Bengaluru,0
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1277,5147,6572719,Bengaluru,0
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1562,5241,8186442,Bengaluru,0
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1431,5241,7499871,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,June 2020,2,940,6191,5819540,Bengaluru,0
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,1224,5147,6299928,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Under Construction,1,NaN,New,NaN,NaN,NaN,June 2020,1,610,5721,3489810,Bengaluru,0
Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,June 2020,3,1528,6151,9398728,Bengaluru,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,1680,6190,10399200,Bengaluru,0
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,3,1424,6691,9527984,Bengaluru,1065
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,1575,6031,9498825,Bengaluru,0
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1254,4166,5224164,Bengaluru,938
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,3,1515,7207,10918605,Bengaluru,0
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,3,1615,7185,11603775,Bengaluru,0
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,3,1360,7249,9858640,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,5,NaN,New,NaN,NaN,NaN,September 2020,4,3265,10111,33012415,Bengaluru,2800
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,3,1455,7222,10508010,Bengaluru,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,September 2020,2,1143,4361,4984623,Bengaluru,858
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,August 2020,3,1850,6109,11301650,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Not Available,Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,November 2020,2,635,8295,5267325,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,4,3335,10104,33696840,Bengaluru,0
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,July 2020,2,1275,7276,9276900,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,4,3124,10127,31636748,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,5,4865,10501,51087365,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,2635,10192,26855920,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,4,5260,10484,55145840,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,4,3165,10122,32036130,Bengaluru,0
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,September 2020,4,3340,8999,30056660,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,4,3880,10058,39025040,Bengaluru,0
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,September 2020,4,3300,8999,29696700,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,4,3870,10059,38928330,Bengaluru,0
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,2526,10210,25790460,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,October 2020,3,1440,4930,7099200,Bengaluru,1080
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,August 2020,4,2180,5963,12999340,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,NaN,New,NaN,NaN,NaN,October 2020,2,1188,4882,5799816,Bengaluru,891
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,October 2020,3,1510,8211,12398610,Bengaluru,1023
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,1,NaN,New,NaN,NaN,NaN,October 2020,2,1116,5376,5999616,Bengaluru,770
Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,September 2020,3,2635,10192,26855920,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,August 2020,3,1880,6104,11475520,Bengaluru,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,September 2020,2,1263,4513,5699919,Bengaluru,947
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1056,4762,5028672,Bengaluru,768
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,August 2020,3,1805,6117,11041185,Bengaluru,0
Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1205,5306,6393730,Bengaluru,903
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1038,6290,6529020,Bengaluru,776
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,December 2020,2,1185,4080,4834800,Bengaluru,885
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1016,5934,6028944,Bengaluru,760
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1155,4959,5727645,Bengaluru,862
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,December 2020,2,1000,6000,6000000,Bengaluru,950
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1125,4477,5036625,Bengaluru,843
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,September 2020,2,1125,4266,4799250,Bengaluru,800
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,3,1576,5900,9298400,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,2,1279,5900,7546100,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,3,1541,5900,9091900,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,3,1545,5900,9115500,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,3,1553,5900,9162700,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,2,1284,5900,7575600,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,2,1283,5900,7569700,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,2,1295,5900,7640500,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,3,1552,5900,9156800,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,NaN,NaN,New,NaN,NaN,NaN,March 2020,3,1563,5900,9221700,Bengaluru,0
Available,Available,Not Available,Available,Available,Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,October 2020,3,1491,6368,9494688,Bengaluru,1031
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,1,NaN,New,NaN,NaN,NaN,October 2020,2,1116,6002,6698232,Bengaluru,770
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1578,6937,10946586,Bengaluru,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,October 2020,2,1456,7141,10397296,Bengaluru,0
Available,Available,Not Available,Available,Available,Not Available,Available,Available,Under Construction,3,NaN,New,NaN,NaN,NaN,October 2020,3,1737,8445,14668965,Bengaluru,1535
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,NaN,New,NaN,NaN,NaN,October 2020,3,1572,7463,11731836,Bengaluru,1191
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,NaN,New,NaN,NaN,NaN,October 2020,2,1014,7294,7396116,Bengaluru,794
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,3,1380,4750,6555000,Bengaluru,960
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1165,4763,5548895,Bengaluru,758
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1031,5400,5567400,Bengaluru,752
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1075,4744,5099800,Bengaluru,767
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1050,5397,5666850,Bengaluru,766
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1053,5396,5681988,Bengaluru,768
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1031,5400,5567400,Bengaluru,752
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,New,NaN,NaN,NaN,December 2020,2,1031,5400,5567400,Bengaluru,753
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,4,NaN,New,NaN,NaN,NaN,November 2020,4,3750,10133,37998750,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,March 2020,2,1119,4723,5285037,Bengaluru,0
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,2266,8826,19999716,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,March 2020,2,1162,4723,5488126,Bengaluru,0
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,2186,8920,19499120,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,March 2020,2,1188,4723,5610924,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,March 2020,2,1142,4723,5393666,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,March 2020,2,1121,4723,5294483,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,March 2020,2,1190,4723,5620370,Bengaluru,0
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,3,NaN,New,NaN,NaN,NaN,November 2020,3,2363,9098,21498574,Bengaluru,1772
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1800,8333,14999400,Bengaluru,0
Not Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,March 2020,2,1171,4723,5530633,Bengaluru,0
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,New,NaN,NaN,NaN,October 2020,3,1800,8333,14999400,Bengaluru,0
