Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,Carpet_area,City
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,1,3rd of 6,NaN,NaN,NaN,NaN,November 2020,1,530,2100,1113000,530,Indore
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2,2nd of 6,NaN,NaN,NaN,NaN,November 2020,2,825,2100,1732500,825,Indore
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,1,1st of 6,NaN,NaN,NaN,NaN,November 2020,1,550,3045,1674750,550,Indore
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2,3rd of 6,NaN,NaN,NaN,NaN,February 2020,2,1241,2861,3550501,1241,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,4th of 6,NaN,NaN,NaN,NaN,February 2020,2,850,2176,1849600,850,Indore
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,1,3rd of 6,NaN,NaN,NaN,NaN,December 2019,1,550,3045,1674750,550,Indore
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,3,1st of 6,NaN,NaN,NaN,NaN,April 2020,3,1335,1850,2469750,1335,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,5th of 6,NaN,NaN,NaN,NaN,March 2020,3,1250,2400,3000000,1250,Indore
Not Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 4,NaN,NaN,NaN,NaN,December 2019,2,915,1967,1799805,915,Indore
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,1,4th of 4,NaN,NaN,NaN,NaN,March 2020,1,500,2300,1150000,500,Indore
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2,1st of 6,NaN,NaN,NaN,NaN,April 2020,2,983,1851,1819533,983,Indore
Not Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,3rd of 5,NaN,NaN,NaN,NaN,December 2019,2,1037,1687,1749419,1037,Indore
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2,4th of 6,NaN,NaN,NaN,NaN,December 2019,2,860,1950,1677000,860,Indore
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,3,3rd of 6,NaN,NaN,NaN,NaN,September 2020,3,1250,2200,2750000,1250,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,1st of 6,NaN,NaN,NaN,NaN,December 2019,2,1157,2900,3355300,1157,Indore
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,6th of 6,NaN,NaN,NaN,NaN,March 2020,2,860,1950,1677000,860,Indore
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2,4th of 6,NaN,NaN,NaN,NaN,March 2020,2,915,2841,2599515,915,Indore
