Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,City,Carpet_area
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2.0,3rd of 5,,,,,September 2020,3,1200,6333,7599600,Patna,1200
Not Available,Available,Available,Not Available,Available,Available,Available,Available,Ready to move,2.0,Gr,,,,,May 2020,3,1316,3625,4770500,Patna,1316
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3.0,,Resale,,,,February 2020,3,1470,5102,7499940,Patna,1470
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2.0,3rd of 3,,,,,December 2020,3,1254,4000,5016000,Patna,1254
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,3.0,,,,2.0,,September 2020,3,1330,4135,5499550,Patna,1330
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,1st of 4,,,,,September 2020,3,1630,4723,7698490,Patna,1630
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2.0,5th of 5,,,,,September 2020,3,1721,4938,8498298,Patna,1721
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 6,,,,,September 2020,2,1190,3781,4499390,Patna,1190
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,4.0,1st of 5,,,,,July 2020,4,1900,4473,8498700,Patna,1900
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 3,,,,,October 2020,2,1022,3708,3789576,Patna,1022
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3.0,8th of 13,,,,,July 2020,3,1470,4500,6615000,Patna,1470
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 7,,,,,September 2020,2,1075,4465,4799875,Patna,1075
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,1st of 3,,,,,September 2020,2,1030,6500,6695000,Patna,1030
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,2.0,3rd of 6,,,,,September 2020,2,1020,3916,3994320,Patna,1020
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,7th of 8,,,,,August 2020,3,1360,8088,10999680,Patna,1360
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2.0,2nd of 4,,,,,October 2020,2,1100,4636,5099600,Patna,1100
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,2.0,2nd of 7,,,,,July 2020,3,1494,4819,7199586,Patna,1494
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,3.0,1st of 7,,,,,September 2020,3,1400,4500,6300000,Patna,1400
Available,Available,Not Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,4th of 5,,,,,September 2020,3,2400,2551,6122400,Patna,2400
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,1.0,4th of 5,,,,,October 2020,1,475,3789,1799775,Patna,475
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1.0,,,,1.0,,October 2020,1,475,3789,1799775,Patna,475
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,1.0,4th of 4,,,,,October 2020,2,755,4238,3199690,Patna,755
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,September 2020,2,1066,4631,4936646,Patna,1066
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,1.0,4th of 4,,,,,October 2020,2,750,4265,3198750,Patna,750
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,September 2020,2,1063,4349,4622987,Patna,1063
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,Resale,,,,December 2019,1,1020,5882,5999640,Patna,1020
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,September 2020,3,1163,4608,5359104,Patna,1163
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,3.0,2nd of 8,,,,,September 2020,3,1521,4300,6540300,Patna,1521
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,2nd of 6,,,,,September 2020,2,906,4269,3867714,Patna,906
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 4,,,,,September 2020,2,860,4418,3799480,Patna,860
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,1st of 6,,,,,July 2020,3,1350,5222,7049700,Patna,1350
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,2nd of 5,,,,,September 2020,2,917,4263,3909171,Patna,917
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 6,,,,,September 2020,2,905,4600,4163000,Patna,905
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,,,3.0,,February 2020,3,1448,3800,5502400,Patna,1448
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3.0,2nd of 4,,,,,July 2020,3,1230,5284,6499320,Patna,1230
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,3rd of 6,,,,,July 2020,3,1095,4456,4879320,Patna,1095
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,2nd of 6,,,,,July 2020,3,1200,6250,7500000,Patna,1200
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,1st of 3,,,,,July 2020,3,1300,4230,5499000,Patna,1300
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,July 2020,2,1080,3796,4099680,Patna,1080
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 6,,,,,August 2020,2,1200,5583,6699600,Patna,1200
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,August 2020,2,1075,4093,4399975,Patna,1075
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,August 2020,3,1215,4115,4999725,Patna,1215
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,3rd of 4,,,,,October 2020,3,1200,3833,4599600,Patna,1200
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Under Construction,,,Resale,,,No,March 2020,2,1020,3725,3799500,Patna,1020
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,,Resale,,,,September 2020,3,1510,5298,7999980,Patna,1510
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,3.0,,Resale,,,,September 2020,2,1340,6492,8699280,Patna,1340
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,3rd of 5,,,,,December 2020,2,1060,3490,3699400,Patna,1060
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2.0,3rd of 6,,,,,September 2020,2,1200,4833,5799600,Patna,1200
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,4th of 6,,,,,July 2020,3,1327,4446,5899842,Patna,1327
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 4,,,,,September 2020,2,1200,4750,5700000,Patna,1200
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,4th of 6,,,,,July 2020,3,1327,4446,5899842,Patna,1327
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,2nd of 7,,,,,September 2020,2,905,3000,2715000,Patna,905
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,2nd of 7,,,,,December 2020,3,1250,3000,3750000,Patna,1250
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,Resale,,,,September 2020,2,946,3594,3399924,Patna,946
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,3.0,1st of 7,,,,,September 2020,3,1340,4500,6030000,Patna,1340
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 3,,,,,September 2020,2,1030,6500,6695000,Patna,1030
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2.0,3rd of 6,,,,,September 2020,2,1020,3887,3964740,Patna,1020
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,,,3.0,,December 2019,3,1448,3800,5502400,Patna,1448
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,,,2.0,,December 2019,2,1111,3800,4221800,Patna,1111
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2.0,,,,2.0,,December 2019,3,1371,3800,5209800,Patna,1371
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2.0,1st of 3,,,,,August 2020,3,1480,3800,5624000,Patna,1480
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,6th of 8,,,,,August 2020,3,1440,4791,6899040,Patna,1440
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,1st of 5,,,,,September 2020,3,1380,4782,6599160,Patna,1380
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,3.0,3rd of 6,,,,,September 2020,3,1274,4709,5999266,Patna,1274
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 3,,,,,August 2020,3,1276,3500,4466000,Patna,1276
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,September 2020,3,1163,4607,5357941,Patna,1163
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,1st of 7,,,,,September 2020,3,1400,3500,4900000,Patna,1400
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,September 2020,3,1521,4350,6616350,Patna,1521
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,4th of 4,,,,,September 2020,2,1000,4600,4600000,Patna,1000
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,3.0,2nd of 5,,,,,September 2020,3,1550,3793,5879150,Patna,1550
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2.0,4th of 6,,,,,September 2020,2,1130,3805,4299650,Patna,1130
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,,"3 rooms(study room, servant room, pooja room)",,,August 2020,2,1130,3716,4199080,Patna,1130
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2.0,Gr of 3,,,,,September 2020,2,1030,6500,6695000,Patna,1030
Available,Available,Not Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,2nd of 7,,,,,August 2020,3,1315,2585,3399275,Patna,1315
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,October 2020,2,1032,4200,4334400,Patna,1032
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,3rd of 4,,,,,October 2020,2,1128,4200,4737600,Patna,1128
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,October 2020,2,1032,4200,4334400,Patna,1032
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,October 2020,3,1365,4200,5733000,Patna,1365
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 7,,,,,October 2020,2,905,4500,4072500,Patna,905
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,3.0,,,"3 rooms(study room, servant room, pooja room)",,,September 2020,3,1400,4214,5899600,Patna,1400
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2.0,1st of 3,,,,,September 2020,2,1120,5803,6499360,Patna,1120
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 4,,,,,September 2020,3,1235,5364,6624540,Patna,1235
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,4th of 4,,,,,September 2020,3,1275,6274,7999350,Patna,1275
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 6,,,,,September 2020,2,1200,5583,6699600,Patna,1200
Available,Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,1st of 5,,,,,September 2020,4,1750,4114,7199500,Patna,1750
Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,Gr,,,,,May 2020,3,1500,4000,6000000,Patna,1500
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2.0,4th of 6,,,,,September 2020,3,1595,5015,7998925,Patna,1595
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 5,,,,,September 2020,2,1050,4000,4200000,Patna,1050
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,2nd of 5,,,,,September 2020,3,1550,3870,5998500,Patna,1550
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2.0,1st of 4,,,,,July 2020,2,1175,5276,6199300,Patna,1175
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,2nd of 6,,,,,August 2020,3,1494,4484,6699096,Patna,1494
Available,Available,Available,Available,Available,Not Available,Available,Not Available,Ready to move,3.0,2nd of 5,,,,,September 2020,3,1385,4505,6239425,Patna,1385
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,3rd of 6,,,,,September 2020,2,944,4555,4299920,Patna,944
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,3.0,2nd of 6,,,,,September 2020,3,1385,4500,6232500,Patna,1385
Available,Available,Available,Available,Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 5,,,,,September 2020,2,1035,4499,4656465,Patna,1035
Available,Available,Available,Available,Available,Not Available,Available,Available,Under Construction,3.0,2nd of 5,,,,,September 2020,3,1985,4500,8932500,Patna,1985
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,4th of 5,,,,,August 2020,3,1520,6578,9998560,Patna,1520
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,3rd of 4,,,,,August 2020,3,1300,4615,5999500,Patna,1300
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,3rd of 7,,,,,August 2020,3,1494,4834,7221996,Patna,1494
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,3rd of 6,,,,,August 2020,2,1085,4960,5381600,Patna,1085
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,3rd of 6,,,,,August 2020,3,1274,4892,6232408,Patna,1274
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,6th of 7,,,,,September 2020,2,957,4500,4306500,Patna,957
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,2nd of 6,,,,,September 2020,2,905,5052,4572060,Patna,905
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,1.0,4th of 6,,,,,September 2020,3,1310,4961,6498910,Patna,1310
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,3rd of 3,,,,,July 2020,3,1276,3500,4466000,Patna,1276
Available,Available,Available,Available,Available,Available,Available,Not Available,Ready to move,2.0,2nd of 6,,,,,September 2020,3,1590,4814,7654260,Patna,1590
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 3,,,,,August 2020,2,1146,3500,4011000,Patna,1146
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2.0,3rd of 6,,,,,August 2020,2,1035,3900,4036500,Patna,1035
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 6,,,,,August 2020,3,1385,3900,5401500,Patna,1385
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,3rd of 5,,,,,September 2020,3,1421,3600,5115600,Patna,1421
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2.0,3rd of 7,,,,,August 2020,2,944,5029,4747376,Patna,944
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,2nd of 7,,,,,August 2020,3,1450,2900,4205000,Patna,1450
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2.0,2nd of 5,,,,,September 2020,2,1208,3600,4348800,Patna,1208
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2.0,1st of 4,,,,,August 2020,2,1075,3906,4198950,Patna,1075
Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,,,New,,,,September 2020,4,2276,4920,11197920,Coimbatore,2276
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,New,,,,August 2020,2,870,2800,2436000,Coimbatore,870
Available,Available,Not Available,Available,Not Available,Available,Not Available,Available,Under Construction,,,New,,,No,December 2020,3,1636,4297,7029892,Coimbatore,1636
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,New,,,,March 2020,2,1140,4122,4699080,Coimbatore,1140
Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Under Construction,,,New,,,No,December 2020,1,625,3950,2468750,Coimbatore,625
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,,New,,,,December 2020,2,886,4853,4299758,Coimbatore,886
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2.0,,New,,,,November 2020,2,1069,3741,3999129,Coimbatore,1069
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,New,,,,October 2020,3,1315,4182,5499330,Coimbatore,1315
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2.0,,New,,,,October 2020,2,1071,3921,4199391,Coimbatore,1071
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,4.0,,New,,,,September 2020,4,3446,12710,43798660,Coimbatore,3446
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,3.0,,New,,,,July 2020,3,2240,7991,17899840,Coimbatore,2240
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,,,New,,,,November 2020,1,542,4688,2540896,Coimbatore,542
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,March 2020,1,900,3333,2999700,Coimbatore,900
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3.0,,New,,,,March 2020,3,1500,7333,10999500,Coimbatore,1500
Available,Available,Available,Available,Available,Not Available,Available,Available,Ready to move,,,New,,,,September 2020,3,1676,5786,9697336,Coimbatore,1676
Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Under Construction,,,New,,,No,March 2020,1,625,3625,2265625,Coimbatore,625
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,,New,,,,December 2020,2,1049,2383,2499767,Coimbatore,1049
Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,2.0,,New,,,,November 2020,3,1253,4389,5499417,Coimbatore,1253
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1.0,,New,,,,December 2020,1,542,4797,2599974,Coimbatore,542
Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Under Construction,,,New,,,No,December 2020,2,853,3884,3313052,Coimbatore,853
Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Under Construction,,,New,,,No,December 2020,2,891,3949,3518559,Coimbatore,891
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,4.0,,Resale,,,,June 2020,4,2650,3773,9998450,Coimbatore,2650
Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Under Construction,2.0,,New,,,,September 2020,2,738,4065,2999970,Coimbatore,738
Not Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Ready to move,2.0,3rd of 4,,,,,December 2019,2,738,3678,2714364,Coimbatore,738
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3.0,,,"3 rooms(study room, servant room, pooja room)",,,August 2020,2,1000,3700,3700000,Coimbatore,1000
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,4.0,,New,,,,September 2020,4,3446,12710,43798660,Coimbatore,3446
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,1st of 4,,,,,February 2020,2,830,4216,3499280,Coimbatore,830
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2.0,1st of 4,,,,,December 2020,2,1281,4215,5399415,Coimbatore,1281
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,1st of 5,,,,,April 2020,2,761,4901,3729661,Coimbatore,761
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2.0,3rd of 4,,,,,December 2019,2,1400,5357,7499800,Coimbatore,1400
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,Resale,,,,December 2020,2,1082,3696,3999072,Coimbatore,1082
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,,,New,,,,November 2020,3,1311,4576,5999136,Coimbatore,1311
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,1st of 4,,,,,May 2020,2,1000,4500,4500000,Coimbatore,1000
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1.0,,,,1.0,,December 2020,2,800,4375,3500000,Coimbatore,800
Available,Available,Available,Available,Available,Not Available,Available,Not Available,Under Construction,2.0,1st of 4,,,,,December 2019,2,920,4565,4199800,Coimbatore,920
Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 3,,,,,December 2020,3,1544,3238,4999472,Coimbatore,1544
Available,Available,Available,Available,Available,Available,Not Available,Not Available,Ready to move,2.0,3rd of 4,,,,,December 2020,2,464,3448,1599872,Coimbatore,464
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,Resale,,,,December 2020,2,1180,3135,3699300,Coimbatore,1180
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,,,New,,,No,February 2020,2,1092,3758,4103736,Coimbatore,1092
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,1st of 7,,,,,March 2020,3,1590,4591,7299690,Coimbatore,1590
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,New,,,,October 2020,2,1006,3976,3999856,Coimbatore,1006
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,4.0,,New,,,,September 2020,4,2870,11498,32999260,Coimbatore,2870
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Under Construction,2.0,,New,,,,September 2020,2,997,3861,3849417,Coimbatore,997
Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Under Construction,3.0,,New,,,,September 2020,3,1017,3933,3999861,Coimbatore,1017
Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Available,Under Construction,,,New,,,No,December 2020,1,594,3875,2301750,Coimbatore,594
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,2.0,,New,,,,October 2020,2,1131,3801,4298931,Coimbatore,1131
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,1st of 4,,,,,December 2019,2,1031,3685,3799235,Coimbatore,1031
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,1st of 4,,,,,February 2020,3,1207,5385,6499695,Coimbatore,1207
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,1st of 4,,,,,December 2019,2,1156,5493,6349908,Coimbatore,1156
Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,4.0,,New,,,,September 2020,4,3446,12710,43798660,Coimbatore,3446
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2.0,1st of 5,,,,,April 2020,2,1176,4897,5758872,Coimbatore,1176
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,,,New,,,No,February 2020,2,894,3939,3521466,Coimbatore,894
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3.0,6th of 11,,,,,February 2020,3,1747,5008,8748976,Coimbatore,1747
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,1.0,Gr of 3,,,,,March 2020,2,875,6857,5999875,Coimbatore,875
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,4th of 4,,,,,February 2020,2,1130,3893,4399090,Coimbatore,1130
Available,Available,Available,Available,Available,Not Available,Available,Not Available,Ready to move,3.0,2nd of 4,,,,,April 2020,3,1410,4822,6799020,Coimbatore,1410
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2.0,3rd of 4,,,,,March 2020,2,930,3010,2799300,Coimbatore,930
Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,1.0,,New,,,,September 2020,1,696,3959,2755464,Coimbatore,696
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1.0,2nd of 4,,,,,November 2020,1,640,5156,3299840,Coimbatore,640
Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3.0,2nd of 4,,,,,December 2020,3,1750,4285,7498750,Coimbatore,1750
Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2.0,2nd of 4,,,,,December 2020,2,1350,4074,5499900,Coimbatore,1350
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Ready to move,1.0,,Resale,,,,June 2020,1,750,3200,2400000,Coimbatore,750
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,Resale,,,,December 2019,2,1000,3800,3800000,Coimbatore,1000
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,4th of 4,,,,,December 2020,3,1600,4375,7000000,Coimbatore,1600
Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,3.0,1st of 4,,,,,November 2020,3,1200,5833,6999600,Coimbatore,1200
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2.0,,Resale,,,,November 2020,2,1400,4285,5999000,Coimbatore,1400
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3.0,3rd of 4,,,,,November 2020,3,1501,3264,4899264,Coimbatore,1501
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Ready to move,2.0,,New,,,,November 2020,2,1114,3635,4049390,Coimbatore,1114
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2.0,2nd of 4,,,,,October 2020,2,1220,4057,4949540,Coimbatore,1220
Available,Available,Available,Available,Available,Not Available,Not Available,Available,Under Construction,2.0,,New,,,,April 2020,2,1087,3600,3913200,Coimbatore,1087
